image_path,prompt
archive/Training/meningioma_tumor/m2 (107).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m2 (40).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m2 (120).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m3 (85).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m2 (53).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m2 (2).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m (153).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m2 (41).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m3 (192).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m3 (119).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m3 (175).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m (76).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m2 (63).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m3 (113).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m2 (113).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m2 (98).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m1(68).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m1(32).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m (40).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m2 (150).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m2 (104).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m (8).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m2 (149).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m (11).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m1(9).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m3 (63).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m1(137).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m (79).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m1(132).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m1(20).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m3 (225).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m3 (82).jpg,MRI of brain with meningioma tumor
archive/Training/meningioma_tumor/m3 (216).jpg,MRI of brain with meningioma tumor
archive/Training/no_tumor/image(138).jpg,MRI of brain with no tumor
archive/Training/no_tumor/6.jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(106).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(188).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(110).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (51).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(105).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(51).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(270).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(218).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(162).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(212).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (46).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(305).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(19).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(312).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(314).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(282).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(67).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(122).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(216).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(128).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(79).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(78).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (35).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(200).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(323).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(161).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(168).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(206).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(32).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (36).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (4).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (18).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(193).jpg,MRI of brain with no tumor
archive/Training/no_tumor/3.jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (28).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(183).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(294).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(88).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (5).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(295).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(288).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(301).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (7).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(85).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(4).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(45).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(172).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(147).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (57).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(113).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(126).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(61).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(204).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(258).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (40).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(265).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(233).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(44).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(299).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(269).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(255).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(3).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(26).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(68).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (14).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(13).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(53).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(261).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(65).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (27).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(149).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(272).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(145).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(6).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(72).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(36).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (15).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(140).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(111).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(58).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(137).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(243).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(229).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(9).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(99).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(40).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(21).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(327).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(70).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(248).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(132).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(146).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(37).jpg,MRI of brain with no tumor
archive/Training/no_tumor/5.jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(239).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(89).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(159).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(112).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(213).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(96).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(150).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (63).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(82).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(55).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(127).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(14).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(281).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(169).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(298).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(34).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(287).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(71).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(91).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(77).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(234).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (9).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(160).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(276).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(274).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(115).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(249).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(93).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(189).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(151).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(253).jpg,MRI of brain with no tumor
archive/Training/no_tumor/8.jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (39).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (61).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(308).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(178).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(322).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(86).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(98).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(284).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(120).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(119).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(196).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(60).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(118).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(136).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(278).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(35).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (44).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(283).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(273).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(52).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (12).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(266).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(31).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(215).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(232).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(64).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(280).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(174).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(279).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(317).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(92).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(2).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(141).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(307).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (52).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(318).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(139).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(275).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (59).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(7).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(125).jpg,MRI of brain with no tumor
archive/Training/no_tumor/1.jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(154).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(254).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (13).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(176).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(289).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(114).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(228).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(27).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (33).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(300).jpg,MRI of brain with no tumor
archive/Training/no_tumor/4.jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(39).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(121).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(62).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(210).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(152).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(277).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(268).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(326).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(171).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(84).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(5).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image (56).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(23).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(155).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(69).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(167).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(22).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(48).jpg,MRI of brain with no tumor
archive/Training/no_tumor/image(260).jpg,MRI of brain with no tumor
archive/Training/pituitary_tumor/p (724).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (390).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (280).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (65).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (22).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (504).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (409).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (241).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (668).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (290).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (399).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (77).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (226).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (165).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (465).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (397).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (684).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (127).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (689).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (386).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (355).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (634).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (385).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (776).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (97).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (175).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (303).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (26).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (88).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (481).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (487).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (518).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (69).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (477).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (184).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (377).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (420).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (250).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (616).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (173).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (421).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (512).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (283).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (697).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (432).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (720).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (752).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (248).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (415).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (543).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (665).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (791).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (167).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (780).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (566).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (468).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (464).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (58).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (278).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (56).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (585).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (116).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (796).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (426).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (299).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (325).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (437).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (536).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (649).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (785).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (183).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (541).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (603).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (597).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (352).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (366).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (391).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (23).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (272).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (573).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (319).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (749).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (334).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (189).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (590).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (815).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (560).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (198).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (216).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (647).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (99).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (663).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (3).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (293).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (510).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (266).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (562).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (277).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (8).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (74).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (501).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (163).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (93).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (393).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (661).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (794).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (664).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (609).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (675).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (229).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (688).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (698).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (327).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (37).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (571).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (787).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (730).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (106).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (508).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (102).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (155).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (151).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (35).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (360).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (53).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (59).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (471).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (639).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (407).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (358).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (276).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (666).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (213).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (658).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (718).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (484).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (509).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (75).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (80).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (500).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (656).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (441).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (211).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (660).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (271).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (679).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (1).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (380).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (620).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (12).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (31).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (400).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (643).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (341).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (604).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (139).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (606).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (428).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (559).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (196).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (813).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (177).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (149).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (25).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (814).jpg,MRI of brain with pituitary tumor
